Timestamp,Vid,Type,Title,Status,Size,Latency,FullRequest
13932985129,1620200012,HTTP,Recherche normale,200,26514,250760815,https://34.244.75.167/events/search
13952639263,1620200010,HTTP,Recherche normale,200,26514,258029369,https://34.244.75.167/events/search
13966355192,1620200002,HTTP,Recherche normale,200,26514,248259985,https://34.244.75.167/events/search
13981536010,1620200006,HTTP,Recherche normale,200,26514,250939560,https://34.244.75.167/events/search
14031394696,1620200013,HTTP,Recherche anormale,200,26514,252762579,https://34.244.75.167/events/search
14062508571,1620200003,HTTP,Recherche normale,200,26514,255543223,https://34.244.75.167/events/search
14090805774,1620200008,HTTP,Recherche normale,200,26514,250169069,https://34.244.75.167/events/search
14096677703,1620200000,HTTP,Recherche anormale,200,26514,255751592,https://34.244.75.167/events/search
14115145161,1620200007,HTTP,Recherche normale,200,26514,234357560,https://34.244.75.167/events/search
14130091749,1620200005,HTTP,Recherche anormale,200,26514,240334716,https://34.244.75.167/events/search
14137880857,1620200001,HTTP,Recherche anormale,200,26514,252118311,https://34.244.75.167/events/search
14144346802,1620200011,HTTP,Recherche normale,200,26514,280288970,https://34.244.75.167/events/search
14167836305,1620200009,HTTP,Recherche normale,200,26514,254287646,https://34.244.75.167/events/search
14176796682,1620200004,HTTP,Recherche anormale,200,26514,243793889,https://34.244.75.167/events/search
14179715216,1620200012,HTTP,Recherche anormale,200,26514,246512074,https://34.244.75.167/events/search
14199089682,1620200010,HTTP,Recherche anormale,200,26514,246244539,https://34.244.75.167/events/search
14221664269,1620200002,HTTP,Recherche anormale,200,26514,255006651,https://34.244.75.167/events/search
14234011095,1620200006,HTTP,Recherche anormale,200,26514,252263947,https://34.244.75.167/events/search
14269077523,1620200013,HTTP,Recherche normale,200,26514,237186767,https://34.244.75.167/events/search
14312922037,1620200003,HTTP,Recherche anormale,200,26514,250079953,https://34.244.75.167/events/search
14341194790,1620200008,HTTP,Recherche anormale,200,26514,250101090,https://34.244.75.167/events/search
14467227692,1620200000,HTTP,Recherche normale,200,26514,370044891,https://34.244.75.167/events/search
14467424887,1620200011,HTTP,Recherche anormale,200,26514,322292141,https://34.244.75.167/events/search
14469655528,1620200001,HTTP,Recherche normale,200,26514,330535750,https://34.244.75.167/events/search
14470707354,1620200009,HTTP,Recherche anormale,200,26514,296503685,https://34.244.75.167/events/search
14470810480,1620200007,HTTP,Recherche anormale,200,26514,355402034,https://34.244.75.167/events/search
14470895893,1620200005,HTTP,Recherche normale,200,26514,340374378,https://34.244.75.167/events/search
14000000000,,GLOBAL,,0,14,0,
14547545557,1620200002,HTTP,Recherche normale,200,26514,325530972,https://34.244.75.167/events/search
14558459956,1620200012,HTTP,Recherche normale,200,26514,378494031,https://34.244.75.167/events/search
14564130445,1620200004,HTTP,Recherche normale,200,26514,387119431,https://34.244.75.167/events/search
